"timestamp","status","message","run_mode","n_reps","n_workers","master_seed","data_status","scenario_id","n_rows","admission_decision","all_gates_passed","design_version"
"2026-08-10 11:01:46.911521","scenario_complete","Finished CORE_23","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_23",2500,"",,"F1.1"
"2026-08-10 11:02:24.826796","scenario_complete","Finished CORE_24","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_24",2500,"",,"F1.1"
"2026-08-10 11:03:02.845698","scenario_complete","Finished CORE_25","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_25",2500,"",,"F1.1"
"2026-08-10 11:03:41.197194","scenario_complete","Finished CORE_26","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_26",2500,"",,"F1.1"
"2026-08-10 11:04:19.229407","scenario_complete","Finished CORE_27","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_27",2500,"",,"F1.1"
"2026-08-10 11:04:57.750335","scenario_complete","Finished CORE_28","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_28",2500,"",,"F1.1"
"2026-08-10 11:05:36.837146","scenario_complete","Finished CORE_29","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_29",2500,"",,"F1.1"
"2026-08-10 11:06:16.412799","scenario_complete","Finished CORE_30","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_30",2500,"",,"F1.1"
"2026-08-10 11:06:54.841366","scenario_complete","Finished CORE_31","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_31",2500,"",,"F1.1"
"2026-08-10 11:07:31.914648","scenario_complete","Finished CORE_32","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_32",2500,"",,"F1.1"
"2026-08-10 11:08:09.856589","scenario_complete","Finished CORE_33","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_33",2500,"",,"F1.1"
"2026-08-10 11:08:47.678831","scenario_complete","Finished CORE_34","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_34",2500,"",,"F1.1"
"2026-08-10 11:09:24.626944","scenario_complete","Finished CORE_35","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_35",2500,"",,"F1.1"
"2026-08-10 11:10:02.09024","scenario_complete","Finished CORE_36","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_36",2500,"",,"F1.1"
"2026-08-10 11:10:48.255986","scenario_complete","Finished EDGE_depletion_off","core",500,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_depletion_off",2500,"",,"F1.1"
